0,0,1,0,2121
1,236,52,4,9914909
2,38,114,0,9915176
3,38,133,0,9915456
4,37,116,0,9915721
5,83,119,0,9916457
6,52,171,0,9925065
7,34,181,0,9925344
8,29,178,0,9930224
9,17,171,0,9930322
10,34,146,0,9930538
11,41,189,0,9930845
12,17,195,0,9732038
13,23,187,0,9943382
14,22,178,0,9943532
15,24,189,0,9943716
16,24,203,0,9943944
17,18,200,0,9944047
18,18,187,0,9944170
19,19,173,0,9944305
20,21,190,0,9944441
21,48,182,0,9944899
22,20,221,0,9945015
23,24,210,0,9945171
24,30,235,0,9945515
25,27,215,0,9748325
26,21,234,0,9748431
27,23,230,0,9748576
28,20,219,0,9954268
29,20,224,0,9954391
30,22,226,0,9954491
31,19,243,0,9954576
32,16,241,0,9954692
33,24,234,0,9954929
34,21,230,0,9955075
35,18,231,0,9955191
36,20,225,0,9955281
37,19,226,0,9955386
38,24,235,0,9955520
39,22,227,0,9955671
40,19,229,0,9955797
41,20,235,0,9955916
42,16,245,0,9956013
43,26,236,0,9956181
44,226,250,0,9958732
45,284,315,0,9961001
46,216,416,0,9963206
47,88,416,0,9963819
48,226,447,0,9965631
49,571,563,1,9994276
50,240,685,0,9995762
51,246,708,0,9997538
52,171,713,0,9998727
53,68,738,0,9999305
54,399,788,0,10001599
55,278,849,0,10003007
56,250,881,0,10004202
57,61,913,0,9803788
58,62,904,0,10025717
59,391,944,0,10027929
60,140,991,0,10028619
61,46,991,0,10029026
62,136,1013,0,10029938
63,286,1035,0,10031398
64,179,1073,0,10032676
65,337,1100,0,10034365
66,196,1238,0,10035561
67,170,1182,0,10036442
68,128,1324,0,10352640
69,358,1244,0,10354167
70,366,1252,0,10355685
71,191,1342,0,10356583
72,148,1351,0,10357368
73,76,1388,0,10358195
74,122,1419,0,10358953
75,303,1416,0,10361360
76,215,1447,0,10363813
77,73,1450,0,10364340
78,142,1465,0,10365188
79,365,1490,0,10367475
80,156,1559,0,10368306
81,310,1577,0,10369896
82,114,1630,0,10370637
83,225,1644,0,10371827
84,339,1695,0,10374747
85,450,1763,0,10377124
86,182,1826,0,10379103
87,252,1846,0,10380488
88,209,1901,0,10382165
89,374,1934,0,10384769
90,174,1988,0,10386291
91,195,2023,0,10387564
92,436,2045,0,10865427
93,200,2130,0,10866596
94,142,2140,0,10867645
95,95,2143,0,10868582
96,324,2179,0,10870709
97,188,2445,0,10871957
98,48,2365,0,10872732
99,337,2265,0,10874501
100,363,2310,0,10876798
101,232,2366,0,10878171
102,220,2408,0,10879682
103,20,2438,0,10880383
104,350,2463,0,11029787
105,453,2522,0,11032679
106,168,2572,0,11033804
107,133,2572,0,11034868
108,354,2649,0,11036963
109,240,2679,0,11751296
110,116,2725,0,11752436
111,311,2740,0,11754362
112,193,2792,0,11757381
113,139,2925,0,11758709
114,22,2811,0,11759500
115,170,2808,0,11760967
116,408,2839,0,11763317
117,220,2925,0,11765024
118,53,3034,0,11766034
119,148,2961,0,11767455
120,317,3126,0,11769320
121,233,3055,0,11770887
122,132,3168,0,11772187
123,500,3305,0,11774530
124,313,3209,0,11776116
125,239,3189,0,11777665
126,34,3217,0,11778663
127,267,3271,0,11879020
128,371,3325,0,11881077
129,128,3320,0,11882330
130,330,3392,0,11884395
131,184,3597,0,12955212
132,202,3470,0,12956492
133,67,3434,0,12957547
134,453,3492,0,12960801
135,215,3588,0,12962487
136,157,3564,0,12963995
137,297,3595,0,12966384
138,281,3640,0,12968569
139,346,3710,0,12970918
140,89,3716,0,12972185
141,85,3716,0,12973392
142,383,3765,0,12975562
143,260,3867,0,12977962
144,128,3887,0,12979499
145,377,3971,0,12981863
146,144,4128,0,12983640
147,129,4005,0,12985248
148,17,4026,0,12986385
149,350,4037,0,14590451
150,238,4076,0,14592487
151,168,4118,0,15394282
152,75,4029,0,15395712
153,196,4292,0,15397485
154,456,4330,0,15400011
155,206,4327,0,15401884
156,228,4286,0,15403981
157,228,4361,0,15405567
158,339,4394,0,16034779
159,163,4481,0,16036552
160,145,4720,0,16038271
161,228,4536,0,16040361
162,227,4559,0,16042368
163,123,4608,0,16044245
164,271,4695,0,16046627
165,215,4658,0,16049023
166,135,4717,0,16050755
167,20,4717,0,16052049
168,31,4710,0,16053393
169,20,4730,0,16054672
170,70,4758,0,16056144
171,32,4771,0,16057477
172,53,4744,0,16058908
173,70,4762,0,16060474
174,79,4939,0,16062035
175,198,4806,0,16063672
176,94,5108,0,16654878
177,83,4878,0,16656528
178,67,4894,0,16658164
179,365,4931,0,16661742
180,93,5188,0,16663333
181,438,5050,0,16669213
182,269,5214,0,16671634
183,190,5261,0,16674241
184,120,5210,0,16675930
